epoch,loss,seconds
209,0.06684861,184.1
210,0.06300494,185.0
211,0.06405969,185.9
212,0.06411407,186.8
213,0.06411025,187.7
214,0.06191067,188.5
215,0.06156311,189.4
216,0.06139380,190.3
217,0.05960153,191.2
218,0.05971459,192.1
219,0.06179782,193.0
220,0.06097484,193.9
221,0.05943267,194.7
222,0.06039321,195.6
223,0.05761692,196.5
224,0.05892775,197.4
225,0.06063382,198.3
226,0.05533201,199.2
227,0.05556787,200.1
228,0.05492134,200.9
229,0.05510996,201.8
230,0.06110999,202.7
231,0.05508226,203.6
232,0.05471081,204.5
233,0.05573276,205.3
234,0.05722721,206.2
235,0.05351903,207.1
236,0.05248465,208.0
237,0.05422709,208.9
238,0.05551932,209.8
239,0.05161932,210.6
240,0.05085664,211.5
241,0.05000699,212.4
242,0.05491738,213.3
243,0.05057303,214.2
244,0.05378899,215.0
245,0.05555034,215.9
246,0.04972576,216.8
247,0.05471121,217.7
248,0.04914415,218.6
249,0.04710598,219.5
250,0.04983999,220.3
251,0.05098505,221.2
252,0.05737343,222.1
253,0.04930132,223.0
254,0.04689320,223.9
255,0.05028302,224.8
256,0.04596757,225.6
257,0.04483853,226.5
258,0.04748308,227.4
259,0.04815476,228.3
260,0.04660795,229.2
261,0.04534492,230.1
262,0.04647546,230.9
263,0.04627735,231.8
264,0.04543673,232.7
265,0.04485070,233.6
266,0.04896448,234.5
267,0.04368888,235.4
268,0.04415672,236.3
269,0.04710814,237.2
270,0.04323880,238.1
271,0.04633683,238.9
272,0.04385636,239.8
273,0.04558887,240.7
274,0.04345906,241.6
275,0.04240380,242.5
276,0.04451437,243.3
277,0.04060837,244.2
278,0.03973727,245.2
279,0.04148166,246.0
280,0.04126079,246.9
281,0.04221150,247.8
282,0.04283169,248.6
283,0.04011549,249.5
284,0.04055001,250.3
285,0.04152653,251.1
286,0.03880685,252.0
287,0.03862532,252.9
288,0.03916105,253.8
289,0.03722872,254.7
290,0.04030563,255.5
291,0.03792495,256.4
292,0.03923169,257.3
293,0.03926489,258.2
294,0.03898360,259.1
295,0.03589940,259.9
296,0.03868697,260.8
297,0.03612223,261.7
298,0.03746295,262.6
299,0.03869296,263.5
300,0.03675730,264.3
301,0.03971349,265.2
302,0.03558727,266.1
303,0.03721613,267.0
304,0.03989951,267.9
305,0.03959053,268.8
306,0.03841380,269.6
307,0.03732268,270.5
308,0.03935854,271.4
309,0.03730999,272.3
310,0.03488224,273.1
311,0.03706292,274.0
312,0.03708169,274.9
313,0.03469781,275.8
314,0.03636365,276.7
315,0.03522150,277.6
316,0.03320578,278.5
317,0.03628233,279.4
318,0.03915010,280.2
319,0.03627448,281.1
320,0.03393573,282.0
321,0.03817486,282.9
322,0.03689582,283.8
323,0.03482840,284.6
324,0.03722527,285.5
325,0.03323799,286.4
326,0.03291444,287.3
327,0.03317105,288.2
328,0.03629359,289.1
329,0.03390065,289.9
330,0.03970761,290.8
331,0.03238215,291.7
332,0.04065165,292.6
333,0.03602400,293.4
334,0.03304562,294.2
335,0.03687802,295.1
336,0.03172623,295.9
337,0.03252814,296.7
338,0.03457788,297.6
339,0.03129065,298.4
340,0.03382952,299.2
341,0.03447573,300.0
342,0.03557222,300.9
343,0.03254518,301.7
344,0.03289572,302.5
345,0.03331845,303.4
346,0.03149470,304.3
347,0.03046087,305.2
348,0.03132542,306.0
349,0.03155069,306.9
350,0.03006948,307.8
351,0.03089367,308.7
352,0.03100014,309.6
353,0.03378480,310.5
354,0.03043996,311.3
355,0.03204143,312.2
356,0.02907899,313.0
357,0.03030368,313.8
358,0.02946650,314.6
359,0.02947227,315.5
360,0.03254370,316.3
361,0.02980121,317.1
362,0.03166851,317.9
363,0.02926548,318.8
364,0.03151917,319.6
365,0.03047041,320.4
366,0.02966987,321.2
367,0.02884972,322.1
368,0.03205666,322.9
369,0.02864370,323.7
370,0.02951969,324.6
371,0.03011747,325.4
372,0.02768570,326.2
373,0.02842785,327.0
374,0.02965455,327.9
375,0.02838108,328.7
376,0.02929300,329.6
377,0.02753655,330.4
378,0.02839656,331.3
379,0.02818558,332.2
380,0.02915804,333.0
381,0.02718115,333.8
382,0.02699853,334.6
383,0.03408060,335.5
384,0.03006110,336.3
385,0.02953137,337.1
386,0.02765392,337.9
387,0.03096700,338.8
388,0.02811781,339.6
389,0.02874903,340.4
390,0.02907418,341.2
391,0.03015241,342.1
392,0.02966918,342.9
393,0.02828068,343.7
394,0.02597989,344.5
395,0.02742948,345.4
396,0.02716565,346.3
397,0.02634496,347.2
398,0.02674105,348.0
399,0.02912008,348.9
400,0.02564817,349.8
401,0.02622816,350.7
402,0.02719018,351.6
403,0.02775619,352.4
404,0.02540583,353.3
405,0.02557839,354.2
406,0.02588282,355.1
407,0.02569628,356.0
408,0.02525304,356.8
409,0.02607250,357.8
410,0.02668457,358.7
411,0.02762571,359.5
412,0.02854090,360.4
413,0.02561425,361.3
414,0.02584548,362.2
415,0.02585612,363.0
416,0.02509748,363.9
417,0.02423947,364.8
418,0.02397611,365.7
419,0.03044252,366.6
420,0.02557103,367.5
421,0.02392328,368.4
422,0.02498320,369.3
423,0.02852426,370.1
424,0.02413758,371.0
425,0.02735433,371.9
426,0.02222361,372.8
427,0.02743052,373.7
428,0.02381411,374.6
429,0.02553721,375.4
430,0.02500416,376.3
431,0.02656953,377.2
432,0.02394148,378.1
433,0.02332767,378.9
434,0.02250519,379.8
435,0.02274592,380.7
436,0.02376603,381.6
437,0.02437175,382.5
438,0.02238857,383.3
439,0.02299109,384.2
440,0.02371240,385.1
441,0.02262383,386.0
442,0.02367982,386.8
443,0.02397857,387.7
444,0.02330114,388.6
445,0.02443537,389.5
446,0.02475316,390.4
447,0.02224262,391.3
448,0.02281202,392.1
449,0.02240050,393.0
450,0.02331095,393.9
451,0.02122134,394.8
452,0.02213746,395.7
453,0.02067431,396.6
454,0.01972237,397.5
455,0.02258007,398.3
456,0.02006071,399.2
457,0.02016026,400.1
458,0.02027087,401.0
459,0.02328886,401.9
460,0.02097738,402.8
461,0.02079362,403.7
462,0.02315696,404.6
463,0.02189019,405.5
464,0.02196287,406.3
465,0.02235662,407.2
466,0.01954090,408.1
467,0.01994712,409.0
468,0.02004932,409.9
469,0.02131009,410.8
470,0.02133540,411.7
471,0.01982888,412.6
472,0.01906206,413.5
473,0.01883236,414.4
474,0.02000900,415.2
475,0.02002201,416.1
476,0.01816485,417.0
477,0.02045371,417.9
478,0.01898898,418.8
479,0.01829779,419.7
480,0.02025588,420.5
481,0.01781704,421.4
482,0.01871109,422.3
483,0.01888204,423.1
484,0.01830155,423.9
485,0.02059205,424.8
486,0.01922783,425.6
487,0.01795503,426.4
488,0.01832290,427.3
489,0.01666344,428.1
490,0.01846110,428.9
491,0.01858818,429.7
492,0.01839465,430.6
493,0.01805040,431.4
494,0.01819475,432.2
495,0.01752460,433.0
496,0.01846179,433.9
497,0.01957223,434.7
498,0.01774552,435.5
499,0.01768087,436.4
500,0.01727050,437.2
501,0.01586840,438.1
502,0.01756137,438.9
503,0.01634863,439.7
504,0.01667788,440.6
505,0.01722964,441.4
506,0.01629076,442.2
507,0.01656421,443.1
508,0.01697941,443.9
509,0.01600410,444.8
510,0.01632530,445.6
511,0.01670626,446.5
512,0.01652243,447.4
513,0.01736744,448.3
514,0.01747294,449.2
515,0.01808410,450.1
516,0.01725339,450.9
517,0.01517558,451.8
518,0.01610249,452.7
519,0.01506024,453.6
520,0.01759380,454.5
521,0.01693262,455.4
522,0.01874461,456.3
523,0.01526849,457.2
524,0.01483939,458.1
525,0.01530129,458.9
526,0.01580201,459.9
527,0.01598082,460.7
528,0.01486216,461.6
529,0.01477151,462.5
530,0.01402647,463.4
531,0.01604376,464.3
532,0.01540196,465.1
533,0.01485502,466.0
534,0.01433237,466.9
535,0.01573344,467.8
536,0.01667976,468.7
537,0.01559493,469.6
538,0.01469117,470.4
539,0.01436550,471.3
540,0.01363949,472.2
541,0.01455393,473.1
542,0.01447941,474.0
543,0.01452855,474.8
544,0.01476598,475.7
545,0.01389895,476.6
546,0.01281736,477.4
547,0.01718722,478.3
548,0.01357155,479.1
549,0.01433991,480.0
550,0.01363848,480.8
551,0.01434765,481.7
552,0.01493715,482.5
553,0.01593031,483.3
554,0.01800128,484.1
555,0.01427794,485.0
556,0.01415704,485.8
557,0.01509377,486.6
558,0.01327980,487.5
559,0.01328001,488.3
560,0.01519138,489.1
561,0.01457626,489.9
562,0.01519536,490.8
563,0.01334723,491.6
564,0.01278558,492.4
565,0.01492466,493.2
566,0.01348278,494.1
567,0.01512680,494.9
568,0.01444121,495.7
569,0.01282559,496.5
570,0.01322735,497.4
571,0.01341418,498.2
572,0.01227021,499.0
573,0.01370868,499.9
574,0.01365888,500.7
575,0.01302232,501.5
576,0.01193500,502.3
577,0.01230159,503.2
578,0.01336014,504.0
579,0.01465883,504.8
580,0.01284857,505.7
581,0.01328963,506.5
582,0.01221028,507.3
583,0.01176891,508.2
584,0.01306280,509.0
585,0.01184143,509.8
586,0.01307054,510.6
587,0.01277518,511.5
588,0.01194745,512.3
589,0.01388706,513.1
590,0.01219594,514.0
591,0.01204768,514.8
592,0.01277930,515.6
593,0.01345672,516.5
594,0.01177714,517.3
595,0.01245983,518.1
596,0.01228418,518.9
597,0.01412312,519.8
598,0.01116350,520.7
599,0.01225349,521.6
600,0.01159724,522.5
601,0.01226175,523.4
602,0.01189492,524.3
603,0.01138735,525.1
604,0.01184210,526.0
605,0.01342143,526.8
606,0.01069724,527.6
607,0.01241433,528.4
608,0.01175128,529.3
609,0.01195660,530.1
610,0.01061156,530.9
611,0.01205125,531.8
612,0.01164687,532.6
613,0.01154446,533.4
614,0.01061935,534.2
615,0.01170180,535.1
616,0.01035046,535.9
617,0.01109676,536.7
618,0.01101095,537.6
619,0.01061578,538.4
620,0.01176794,539.3
621,0.01128192,540.2
622,0.01118381,541.1
623,0.01050537,541.9
624,0.01213443,542.8
625,0.01029667,543.7
626,0.01101891,544.6
627,0.01103710,545.5
628,0.00988365,546.3
629,0.01026354,547.2
630,0.01259198,548.1
631,0.01113183,549.0
632,0.01083061,549.9
633,0.00934318,550.7
634,0.01053638,551.6
635,0.01233315,552.5
636,0.00982647,553.4
637,0.01039374,554.3
638,0.01066504,555.1
639,0.01077364,556.0
640,0.01054836,556.9
641,0.00990816,557.8
642,0.00990920,558.6
643,0.00974090,559.5
644,0.00969659,560.4
645,0.01008434,561.3
646,0.00937097,562.2
647,0.01046284,563.1
648,0.00912475,563.9
649,0.00974127,564.8
650,0.00971644,565.7
651,0.00997468,566.6
652,0.01035994,567.4
653,0.01147012,568.3
654,0.00870788,569.2
655,0.00890514,570.1
656,0.00943687,571.0
657,0.01069297,571.9
658,0.00903048,572.7
659,0.00985225,573.6
660,0.00859663,574.4
661,0.00851944,575.2
662,0.01068713,576.0
663,0.00967243,576.9
664,0.00871750,577.7
665,0.00852484,578.5
666,0.00869317,579.3
667,0.00956535,580.2
668,0.00953307,581.0
669,0.00872365,581.8
670,0.00896458,582.7
671,0.00886859,583.5
672,0.00817163,584.3
673,0.00946989,585.2
674,0.00916536,586.0
675,0.00942911,586.8
676,0.01008056,587.6
677,0.00912950,588.5
678,0.00888548,589.3
679,0.00774408,590.1
680,0.00835491,591.0
681,0.00836491,591.8
682,0.00869680,592.6
683,0.00796594,593.4
684,0.00859205,594.3
685,0.00977507,595.1
686,0.00958049,595.9
687,0.00828249,596.7
688,0.00866984,597.6
689,0.00827652,598.4
690,0.00778723,599.3
691,0.00807020,600.1
692,0.00855046,600.9
693,0.00922614,601.7
694,0.00770704,602.6
695,0.00734986,603.4
696,0.00803344,604.2
697,0.00749691,605.1
698,0.00797621,605.9
699,0.00764994,606.7
700,0.00904295,607.6
701,0.00860087,608.4
702,0.00829123,609.3
703,0.00739986,610.2
704,0.00785035,611.1
705,0.00764197,612.0
706,0.00913588,612.9
707,0.00845511,613.8
708,0.00756994,614.7
709,0.00744706,615.5
710,0.00769248,616.4
711,0.00829414,617.3
712,0.00787673,618.2
713,0.00685369,619.1
714,0.00631412,620.0
715,0.00697526,620.8
716,0.00699373,621.7
717,0.00802928,622.6
718,0.00748394,623.5
719,0.00737964,624.4
720,0.00660497,625.3
721,0.00861748,626.1
722,0.00651603,627.0
723,0.00777186,627.9
724,0.00707225,628.8
725,0.00845959,629.7
726,0.00663946,630.5
727,0.00638333,631.4
728,0.00674986,632.3
729,0.00607525,633.2
730,0.00634164,634.2
731,0.00862554,635.0
732,0.00861941,635.9
733,0.00642001,636.8
734,0.00658019,637.7
735,0.00618570,638.6
736,0.00645203,639.4
737,0.00795738,640.3
738,0.00698966,641.2
739,0.00654046,642.1
740,0.00746118,643.0
741,0.00672642,643.9
742,0.00659978,644.8
743,0.00592685,645.6
744,0.00620985,646.5
745,0.00601612,647.4
746,0.00726070,648.3
747,0.00659380,649.1
748,0.00592749,650.0
749,0.00655254,650.9
750,0.00697617,651.8
751,0.00591205,652.7
752,0.00565020,653.6
753,0.00611094,654.5
754,0.00657570,655.3
755,0.00702251,656.2
756,0.00620932,657.1
757,0.00598732,658.0
758,0.00585118,658.9
759,0.00564595,659.8
760,0.00651019,660.6
761,0.00586913,661.5
762,0.00567830,662.4
763,0.00623334,663.3
764,0.00634060,664.2
765,0.00616170,665.1
766,0.00651604,665.9
767,0.00767441,666.8
768,0.00680198,667.7
769,0.00542637,668.6
770,0.00541392,669.5
771,0.00715556,670.4
772,0.00832493,671.2
773,0.00683623,672.1
774,0.00584372,673.0
775,0.00707530,673.9
776,0.00553850,674.8
777,0.00609855,675.6
778,0.00595106,676.5
779,0.00599222,677.4
780,0.00558624,678.3
781,0.00563060,679.2
782,0.00522475,680.1
783,0.00649754,681.0
784,0.00647647,681.8
785,0.00537942,682.7
786,0.00602104,683.6
787,0.00561863,684.5
788,0.00546219,685.4
789,0.00566314,686.2
790,0.00556382,687.1
791,0.00593911,688.0
792,0.00530743,688.9
793,0.00605851,689.8
794,0.00576185,690.7
795,0.00612221,691.6
796,0.00623871,692.4
797,0.00525465,693.3
798,0.00606461,694.2
799,0.00524586,695.1
800,0.00515679,696.0
801,0.00516443,696.9
802,0.00531799,697.8
803,0.00486246,698.7
804,0.00558907,699.5
805,0.00515077,700.4
806,0.00506685,701.2
807,0.00527661,702.0
808,0.00506100,702.8
809,0.00541988,703.7
810,0.00512318,704.5
811,0.00519924,705.3
812,0.00527116,706.1
813,0.00525119,707.0
814,0.00555891,707.8
815,0.00560520,708.6
816,0.00483867,709.4
817,0.00624925,710.3
818,0.00576983,711.1
819,0.00510934,712.0
820,0.00486134,712.8
821,0.00496442,713.7
822,0.00538118,714.6
823,0.00443577,715.5
824,0.00478419,716.4
825,0.00467340,717.2
826,0.00512336,718.1
827,0.00511276,719.0
828,0.00463312,719.8
829,0.00492730,720.7
830,0.00471899,721.6
831,0.00523061,722.5
832,0.00484960,723.4
833,0.00518792,724.2
834,0.00497465,725.1
835,0.00477547,726.0
836,0.00483107,726.9
837,0.00616952,727.8
838,0.00528657,728.6
839,0.00500810,729.5
840,0.00446143,730.4
841,0.00535910,731.3
842,0.00415721,732.2
843,0.00684483,733.0
844,0.00568890,733.9
845,0.00455363,734.8
846,0.00456532,735.6
847,0.00515621,736.5
848,0.00429245,737.3
849,0.00481145,738.1
850,0.00532542,738.9
851,0.00523018,739.8
852,0.00498948,740.6
853,0.00535417,741.4
854,0.00496997,742.2
855,0.00552961,743.0
856,0.00502782,743.9
857,0.00515020,744.7
858,0.00439259,745.5
859,0.00558345,746.4
860,0.00455223,747.2
861,0.00528514,748.1
862,0.00527965,748.9
863,0.00468607,749.7
864,0.00425501,750.5
865,0.00694678,751.4
866,0.00438060,752.2
867,0.00508004,753.0
868,0.00469835,753.8
869,0.00410464,754.7
870,0.00453251,755.5
871,0.00425058,756.3
872,0.00456519,757.1
873,0.00434949,758.0
874,0.00388375,758.8
875,0.00494406,759.6
876,0.00520741,760.4
877,0.00587046,761.3
878,0.00416701,762.1
879,0.00414054,762.9
880,0.00400041,763.7
881,0.00476317,764.6
882,0.00381891,765.4
883,0.00427793,766.2
884,0.00412274,767.0
885,0.00482807,767.9
886,0.00431771,768.7
887,0.00413845,769.6
888,0.00405901,770.5
889,0.00442558,771.4
890,0.00455126,772.2
891,0.00404768,773.1
892,0.00414086,774.0
893,0.00435290,774.8
894,0.00424922,775.7
895,0.00492726,776.5
896,0.00502374,777.3
897,0.00465666,778.2
898,0.00374437,779.1
899,0.00469127,780.0
900,0.00390279,780.9
901,0.00571452,781.7
902,0.00444663,782.6
903,0.00477671,783.5
904,0.00430217,784.4
905,0.00482046,785.2
906,0.00386219,786.1
907,0.00443414,787.0
908,0.00415251,787.9
909,0.00534862,788.7
910,0.00474170,789.6
911,0.00368341,790.5
912,0.00446273,791.4
913,0.00497367,792.3
914,0.00417640,793.1
915,0.00467928,794.0
916,0.00369688,794.9
917,0.00419939,795.8
918,0.00447905,796.7
919,0.00399365,797.5
920,0.00346044,798.4
921,0.00356431,799.3
922,0.00508710,800.2
923,0.00374206,801.0
924,0.00427789,801.9
925,0.00374718,802.8
926,0.00344847,803.7
927,0.00526498,804.5
928,0.00452240,805.4
929,0.00341856,806.3
930,0.00366779,807.2
931,0.00355405,808.1
932,0.00509068,809.0
933,0.00403540,809.8
934,0.00377562,810.7
935,0.00430787,811.6
936,0.00438345,812.5
937,0.00519668,813.4
938,0.00356158,814.3
939,0.00343379,815.2
940,0.00359448,816.0
941,0.00400592,816.9
942,0.00410917,817.8
943,0.00365129,818.7
944,0.00427865,819.6
945,0.00425773,820.5
946,0.00384397,821.3
947,0.00348961,822.2
948,0.00475760,823.1
949,0.00337560,824.0
950,0.00343307,824.9
951,0.00342577,825.7
952,0.00341115,826.6
953,0.00397021,827.5
954,0.00508687,828.3
955,0.00389625,829.2
956,0.00357444,830.1
957,0.00350371,831.0
958,0.00356028,831.9
959,0.00429633,832.7
960,0.00403036,833.6
961,0.00477487,834.5
962,0.00328827,835.4
963,0.00329128,836.3
964,0.00305445,837.2
965,0.00423422,838.0
966,0.00404067,838.9
967,0.00425865,839.8
968,0.00428408,840.7
969,0.00362290,841.6
970,0.00438398,842.4
971,0.00388923,843.3
972,0.00374105,844.2
973,0.00309748,845.1
974,0.00400527,845.9
975,0.00355465,846.8
976,0.00353874,847.7
977,0.00438938,848.6
978,0.00361830,849.5
979,0.00399113,850.3
980,0.00317260,851.2
981,0.00352255,852.1
982,0.00345654,853.0
983,0.00377512,853.8
984,0.00300115,854.7
985,0.00414328,855.6
986,0.00320608,856.5
987,0.00403106,857.4
988,0.00306593,858.2
989,0.00346197,859.1
990,0.00352903,860.1
991,0.00297914,860.9
992,0.00359391,861.8
993,0.00360674,862.7
994,0.00420357,863.6
995,0.00367480,864.5
996,0.00320045,865.4
997,0.00403003,866.2
998,0.00306617,867.1
999,0.00322084,868.0
1000,0.00366708,868.9
1001,0.00383890,869.8
1002,0.00312138,870.7
1003,0.00292591,871.6
1004,0.00338199,872.5
1005,0.00398061,873.4
1006,0.00326724,874.3
1007,0.00356589,875.2
1008,0.00337547,876.1
1009,0.00348451,877.0
1010,0.00299491,877.8
1011,0.00312676,878.7
1012,0.00349578,879.6
1013,0.00492008,880.5
1014,0.00305855,881.4
1015,0.00328842,882.2
1016,0.00290372,883.1
1017,0.00314918,884.0
1018,0.00361756,884.9
1019,0.00284910,885.8
1020,0.00404561,886.7
1021,0.00309900,887.6
1022,0.00285462,888.4
1023,0.00284192,889.3
1024,0.00297645,890.2
1025,0.00351467,891.1
1026,0.00323513,892.0
1027,0.00324919,892.9
1028,0.00278424,893.7
1029,0.00360808,894.6
1030,0.00392460,895.5
1031,0.00374436,896.4
1032,0.00328022,897.3
1033,0.00407885,898.2
1034,0.00301490,899.0
1035,0.00272149,899.9
1036,0.00294599,900.8
1037,0.00294325,901.7
1038,0.00301532,902.6
1039,0.00320167,903.5
1040,0.00279122,904.4
1041,0.00455204,905.3
1042,0.00294491,906.2
1043,0.00327373,907.0
1044,0.00326671,907.9
1045,0.00308152,908.8
1046,0.00306430,909.7
1047,0.00276868,910.6
1048,0.00251950,911.5
1049,0.00248649,912.3
1050,0.00299641,913.2
1051,0.00275512,914.1
1052,0.00347774,915.0
1053,0.00291574,915.9
1054,0.00262989,916.8
1055,0.00305489,917.6
1056,0.00316157,918.5
1057,0.00257801,919.4
1058,0.00269912,920.3
1059,0.00248617,921.2
1060,0.00312449,922.1
1061,0.00272696,923.0
1062,0.00302681,923.8
1063,0.00294403,924.7
1064,0.00317056,925.6
1065,0.00255633,926.5
1066,0.00249730,927.3
1067,0.00324419,928.2
1068,0.00363229,929.1
1069,0.00284627,930.0
1070,0.00290251,930.9
1071,0.00286576,931.7
1072,0.00297256,932.6
1073,0.00254159,933.5
1074,0.00248226,934.4
1075,0.00266920,935.2
1076,0.00287900,936.1
1077,0.00274332,937.0
1078,0.00281315,937.9
1079,0.00307676,938.8
1080,0.00342205,939.6
1081,0.00272958,940.4
1082,0.00261689,941.3
1083,0.00315534,942.1
1084,0.00273319,942.9
1085,0.00329088,943.7
1086,0.00271589,944.6
1087,0.00245165,945.4
1088,0.00291887,946.2
1089,0.00303176,947.0
1090,0.00277139,947.9
1091,0.00279384,948.7
1092,0.00243563,949.5
1093,0.00240357,950.4
1094,0.00258727,951.2
1095,0.00243832,952.0
1096,0.00263369,952.8
1097,0.00317298,953.7
1098,0.00308832,954.5
1099,0.00289957,955.3
1100,0.00294732,956.1
1101,0.00266875,957.0
1102,0.00321751,957.8
1103,0.00263275,958.6
1104,0.00286517,959.5
1105,0.00346781,960.3
1106,0.00239434,961.1
1107,0.00236342,962.0
1108,0.00299909,962.9
1109,0.00253544,963.8
1110,0.00292046,964.6
1111,0.00251374,965.5
1112,0.00283081,966.4
1113,0.00328969,967.3
1114,0.00259601,968.2
1115,0.00278101,969.1
1116,0.00431475,969.9
1117,0.00304167,970.9
1118,0.00261542,971.8
1119,0.00338202,972.6
1120,0.00301475,973.5
1121,0.00232881,974.3
1122,0.00240239,975.1
1123,0.00263336,975.9
1124,0.00445425,976.8
1125,0.00239545,977.6
1126,0.00226014,978.4
1127,0.00229974,979.2
1128,0.00225412,980.1
1129,0.00251405,980.9
1130,0.00280272,981.7
1131,0.00341707,982.5
1132,0.00493844,983.4
1133,0.00315137,984.2
1134,0.00253859,985.0
1135,0.00321617,985.8
1136,0.00353657,986.6
1137,0.00265092,987.5
1138,0.00277377,988.3
1139,0.00283696,989.1
1140,0.00215685,989.9
1141,0.00248076,990.8
1142,0.00271353,991.6
1143,0.00247240,992.4
1144,0.00252147,993.2
1145,0.00211458,994.1
1146,0.00223125,994.9
1147,0.00303029,995.7
1148,0.00242479,996.5
1149,0.00300115,997.3
1150,0.00312748,998.2
1151,0.00389976,999.0
1152,0.00234719,999.8
